soil_label,climate_zone,temp_c_mean,rain_mm_year,rel_humidity_pct,ph,organic_carbon_pct,n_kg_ha,p_kg_ha,k_kg_ha,cec_cmol_kg,ec_ds_m,soil_moisture_pct,sand_pct,silt_pct,clay_pct,recommended_crop
Laterite_Soil,Monsoon,32.7,1893,71,6.14,0.46,51,17,102,3.5,0.27,21.1,50.7,29.0,20.3,coffee
Laterite_Soil,Monsoon,28.6,2076,72,5.28,0.96,88,8,63,9.9,0.13,26.4,34.2,42.0,23.8,cashew
Laterite_Soil,Tropical,23.2,2464,81,5.34,0.99,90,14,86,7.5,0.13,21.8,30.1,22.3,47.6,cashew
Laterite_Soil,Monsoon,29.8,1933,66,5.41,0.59,94,20,33,8.8,0.44,23.2,26.6,45.7,27.7,tea
Laterite_Soil,Tropical,30.8,1782,84,6.04,1.24,46,8,80,4.4,0.09,32.3,48.8,33.8,17.4,rubber
Laterite_Soil,Monsoon,28.5,1090,70,5.38,1.06,55,15,109,9.3,0.11,26.1,26.3,34.3,39.4,pineapple
Laterite_Soil,Monsoon,21.0,1346,69,5.8,0.62,92,16,106,12.0,0.5,26.0,47.9,36.0,16.1,cashew
Laterite_Soil,Monsoon,26.7,1876,84,5.87,0.82,86,15,104,4.4,0.26,21.1,46.8,22.4,30.8,cassava
Laterite_Soil,Monsoon,21.5,1999,80,4.97,1.48,109,6,31,8.7,0.14,34.4,42.7,13.5,43.8,coffee
Laterite_Soil,Monsoon,27.8,2136,67,5.42,1.38,103,10,74,5.7,0.5,38.6,44.4,27.7,27.9,tea
Laterite_Soil,Monsoon,21.2,1397,64,5.0,0.56,70,16,50,7.8,0.47,37.1,50.9,23.3,25.8,tea
Laterite_Soil,Monsoon,20.8,1777,85,5.5,0.48,102,12,70,11.9,0.43,34.4,47.6,24.6,27.8,pineapple
Laterite_Soil,Monsoon,27.0,2104,61,4.9,1.41,67,18,103,9.1,0.19,39.4,51.9,11.7,36.4,tea
Laterite_Soil,Tropical,27.3,1952,63,4.98,1.24,116,6,47,11.1,0.44,20.1,28.2,47.5,24.3,coffee
Laterite_Soil,Monsoon,22.4,960,60,6.02,0.59,44,19,52,4.2,0.45,28.9,50.6,17.2,32.2,cashew
Laterite_Soil,Monsoon,22.8,1612,82,6.12,0.77,70,16,37,5.0,0.4,33.1,68.5,7.4,24.1,pineapple
Laterite_Soil,Monsoon,25.3,1316,84,5.72,0.79,98,11,104,7.5,0.15,29.7,57.1,10.2,32.7,coffee
Laterite_Soil,Tropical,25.6,1915,66,5.62,0.56,80,9,89,5.4,0.4,33.8,39.3,38.1,22.6,tea
Laterite_Soil,Tropical,30.8,2640,75,5.01,0.57,85,15,104,5.1,0.53,30.1,33.1,59.8,7.1,cashew
Laterite_Soil,Tropical,27.3,1509,82,6.19,1.39,68,19,93,7.9,0.18,38.0,55.1,12.1,32.8,pineapple
Laterite_Soil,Monsoon,31.0,1449,82,5.25,1.02,57,13,60,4.7,0.37,35.0,42.6,9.7,47.7,coffee
Laterite_Soil,Tropical,22.9,2266,84,5.91,1.12,63,11,86,9.5,0.34,24.1,39.5,17.0,43.5,coffee
Laterite_Soil,Tropical,22.0,2348,66,5.21,0.73,115,20,69,3.1,0.18,20.6,69.2,17.4,13.4,coffee
Laterite_Soil,Tropical,27.0,1374,61,5.56,0.86,103,18,56,6.9,0.17,29.6,56.6,23.3,20.1,cassava
Laterite_Soil,Tropical,27.3,2777,68,5.36,1.28,92,15,40,10.3,0.24,22.5,40.9,45.0,14.1,tea
Laterite_Soil,Monsoon,23.0,942,76,5.76,1.12,58,14,91,7.3,0.52,32.9,48.8,27.2,24.0,rubber
Laterite_Soil,Monsoon,23.6,1534,84,5.7,1.41,118,6,66,6.5,0.18,24.4,48.6,20.8,30.6,cassava
Laterite_Soil,Monsoon,29.6,906,62,5.16,1.17,79,13,69,7.6,0.23,22.1,49.7,14.4,35.9,pineapple
Laterite_Soil,Monsoon,29.2,1112,61,5.58,0.81,100,6,68,5.8,0.57,25.8,54.0,29.6,16.4,tea
Laterite_Soil,Tropical,30.5,1559,63,5.35,0.99,46,11,108,7.6,0.57,28.2,33.4,28.5,38.1,rubber
Laterite_Soil,Monsoon,22.7,1447,67,6.19,0.91,90,6,85,11.2,0.4,25.0,13.2,50.8,36.0,cassava
Laterite_Soil,Tropical,29.5,2346,72,4.88,0.92,72,13,94,8.8,0.53,35.7,30.6,19.1,50.3,coffee
Laterite_Soil,Tropical,31.2,1483,67,5.86,1.09,102,12,103,5.8,0.52,33.7,48.2,23.4,28.4,coffee
Laterite_Soil,Monsoon,30.1,1911,82,5.62,1.43,99,14,66,5.5,0.2,34.7,26.5,32.6,40.9,tea
Laterite_Soil,Monsoon,26.9,1640,73,5.25,0.71,82,13,63,11.1,0.12,26.5,42.3,26.1,31.6,pineapple
Laterite_Soil,Tropical,29.3,2907,68,6.13,0.76,92,14,39,4.8,0.29,21.4,45.6,29.9,24.5,cashew
Laterite_Soil,Tropical,22.9,2380,68,5.6,1.48,96,19,55,3.3,0.13,22.4,43.5,41.4,15.1,cashew
Laterite_Soil,Monsoon,27.2,1949,79,5.85,1.25,114,14,35,9.5,0.43,33.4,59.0,30.2,10.8,rubber
Laterite_Soil,Tropical,27.1,1474,69,5.53,1.21,83,10,62,5.1,0.21,21.9,52.1,28.9,19.0,rubber
Laterite_Soil,Tropical,30.6,2605,95,5.24,1.44,73,11,89,10.9,0.14,24.1,61.1,10.0,28.9,coffee
Laterite_Soil,Monsoon,28.0,1093,88,5.92,0.66,97,19,54,6.4,0.27,36.3,52.5,27.8,19.7,cashew
Laterite_Soil,Tropical,24.7,2452,61,5.46,0.46,111,10,57,7.2,0.47,22.0,62.2,20.4,17.4,rubber
Laterite_Soil,Monsoon,29.2,1093,72,4.8,0.61,41,10,81,10.9,0.08,31.2,30.7,28.2,41.1,pineapple
Laterite_Soil,Tropical,31.5,1727,85,5.73,0.44,110,9,100,6.3,0.57,36.9,35.7,23.5,40.8,cashew
Laterite_Soil,Tropical,29.4,1442,73,5.52,0.45,56,10,42,5.4,0.12,38.7,70.6,14.3,15.1,tea
Laterite_Soil,Monsoon,26.0,1936,56,5.66,1.18,54,20,110,5.2,0.56,32.6,56.2,21.1,22.7,pineapple
Laterite_Soil,Tropical,30.8,1677,84,5.01,0.59,51,14,103,4.1,0.06,35.5,42.0,24.6,33.4,coffee
Laterite_Soil,Monsoon,32.1,2095,85,5.25,0.66,120,19,76,9.4,0.5,25.6,30.0,41.1,28.9,coffee
Laterite_Soil,Monsoon,22.1,2056,82,5.78,0.74,76,14,31,7.6,0.21,25.8,52.8,20.9,26.3,cassava
Laterite_Soil,Tropical,24.0,2908,63,5.69,0.47,118,7,79,8.0,0.37,29.5,40.2,31.2,28.6,cassava
Laterite_Soil,Monsoon,28.5,1978,73,5.47,0.69,88,17,71,5.4,0.51,27.8,59.8,20.2,20.0,tea
Laterite_Soil,Tropical,23.5,2305,88,5.88,0.94,93,16,101,4.8,0.08,27.4,66.1,19.8,14.1,cashew
Laterite_Soil,Monsoon,21.1,1874,76,5.35,1.16,87,8,103,3.3,0.4,24.4,55.0,26.8,18.2,coffee
Laterite_Soil,Tropical,27.4,1894,85,5.9,0.93,117,12,97,8.3,0.28,35.2,50.8,37.1,12.1,rubber
Laterite_Soil,Tropical,25.9,1567,91,5.42,1.07,86,14,39,4.0,0.09,27.3,31.5,45.3,23.2,pineapple
Laterite_Soil,Monsoon,33.0,1708,58,6.19,1.47,81,13,54,9.5,0.58,35.6,34.6,22.6,42.8,pineapple
Laterite_Soil,Monsoon,23.4,933,75,5.36,1.01,48,10,54,11.5,0.38,39.2,38.4,25.5,36.1,tea
Laterite_Soil,Tropical,24.4,1230,90,5.49,1.26,115,16,104,6.9,0.29,25.6,41.9,46.9,11.2,coffee
Laterite_Soil,Monsoon,26.9,1889,69,5.55,0.46,120,15,44,10.0,0.26,20.7,29.9,49.5,20.6,cassava
Laterite_Soil,Monsoon,25.8,1027,57,4.89,0.52,79,18,77,11.5,0.35,32.6,46.0,18.1,35.9,pineapple
Laterite_Soil,Tropical,23.2,2377,88,5.28,0.97,84,8,39,11.4,0.11,24.2,45.0,28.4,26.6,cassava
Laterite_Soil,Monsoon,22.1,1564,64,5.83,1.25,75,11,48,11.2,0.5,28.3,49.0,30.0,21.0,cashew
Laterite_Soil,Tropical,23.8,1746,76,5.12,1.49,93,6,43,10.6,0.31,22.6,63.6,12.8,23.6,coffee
Laterite_Soil,Tropical,28.0,1686,66,4.93,0.48,99,17,94,11.8,0.15,27.1,43.5,29.0,27.5,pineapple
Laterite_Soil,Monsoon,25.9,1409,86,5.55,1.39,62,6,88,6.2,0.32,27.8,43.3,30.2,26.5,pineapple
Laterite_Soil,Monsoon,23.0,1657,67,5.69,1.0,43,8,37,7.1,0.35,33.5,67.1,7.8,25.1,coffee
Laterite_Soil,Tropical,31.9,1483,70,6.09,1.46,99,6,48,10.9,0.13,35.2,71.6,10.8,17.6,tea
Laterite_Soil,Monsoon,25.1,1115,63,5.27,0.62,47,13,100,6.9,0.28,35.6,47.1,34.0,18.9,pineapple
Laterite_Soil,Tropical,27.6,1760,60,6.2,0.66,91,9,108,8.9,0.55,39.3,58.1,21.5,20.4,cashew
Laterite_Soil,Tropical,28.6,2380,91,6.15,1.38,55,15,83,11.5,0.15,23.0,41.0,17.6,41.4,cashew
Laterite_Soil,Tropical,29.6,1274,67,4.83,1.26,56,15,109,8.9,0.37,38.2,32.3,20.0,47.7,cassava
Laterite_Soil,Tropical,23.1,2760,85,4.86,0.53,64,7,41,3.5,0.14,37.0,22.1,19.3,58.6,tea
Laterite_Soil,Tropical,27.6,1583,63,5.39,0.5,45,15,43,3.2,0.22,39.4,42.7,27.1,30.2,cassava
Laterite_Soil,Tropical,28.8,2884,92,5.09,1.22,55,17,64,5.3,0.3,24.4,56.1,18.7,25.2,coffee
Laterite_Soil,Tropical,22.7,2847,65,5.35,1.07,110,19,47,5.0,0.31,27.2,37.4,41.9,20.7,pineapple
Laterite_Soil,Monsoon,30.3,1255,63,5.22,1.37,116,11,103,7.8,0.26,35.8,29.4,18.2,52.4,cassava
Laterite_Soil,Monsoon,26.1,1353,79,5.96,0.95,59,15,56,5.7,0.23,22.4,49.8,17.3,32.9,coffee
Laterite_Soil,Tropical,26.1,2337,73,5.55,0.62,106,14,68,10.2,0.37,29.6,37.5,32.9,29.6,coffee
Laterite_Soil,Monsoon,30.2,967,59,5.42,1.05,50,6,66,8.8,0.47,39.0,48.6,19.0,32.4,pineapple
Laterite_Soil,Tropical,31.9,1539,87,5.95,0.84,60,15,81,5.4,0.28,21.9,38.9,26.1,35.0,rubber
Laterite_Soil,Monsoon,23.8,1964,68,5.32,1.23,75,10,71,4.8,0.52,26.8,33.4,31.1,35.5,rubber
Laterite_Soil,Monsoon,30.3,1038,76,5.64,1.26,77,7,59,11.2,0.36,29.2,39.1,38.5,22.4,cassava
Laterite_Soil,Monsoon,31.3,2180,65,5.26,0.71,56,19,42,10.1,0.08,39.4,50.3,18.7,31.0,pineapple
Laterite_Soil,Tropical,25.8,2403,86,5.39,0.56,61,11,110,6.0,0.08,39.2,50.3,36.9,12.8,pineapple
Laterite_Soil,Tropical,28.6,2351,78,6.15,0.92,110,9,93,8.9,0.34,20.8,46.2,14.1,39.7,pineapple
Laterite_Soil,Tropical,26.2,1601,67,5.72,0.41,94,20,104,5.7,0.56,29.7,65.6,22.0,12.4,cashew
Laterite_Soil,Monsoon,31.0,2190,57,5.66,1.19,72,14,54,11.0,0.3,23.3,55.0,30.0,15.0,cashew
Laterite_Soil,Tropical,23.3,2530,74,5.01,0.65,52,17,104,9.8,0.1,29.2,33.7,26.7,39.6,cassava
Laterite_Soil,Tropical,23.2,2298,79,6.1,0.85,90,20,93,5.7,0.37,38.5,36.7,44.5,18.8,coffee
Laterite_Soil,Tropical,25.3,2167,62,5.05,0.56,50,6,58,5.9,0.14,30.2,41.0,6.9,52.1,coffee
Laterite_Soil,Tropical,23.6,1825,69,4.89,1.36,98,9,54,3.9,0.34,22.5,45.7,35.0,19.3,pineapple
Laterite_Soil,Tropical,28.5,1474,82,5.15,1.07,51,7,81,5.1,0.42,35.0,57.7,20.3,22.0,pineapple
Laterite_Soil,Tropical,29.6,2700,88,5.51,0.81,82,11,106,8.7,0.35,32.0,33.6,37.6,28.8,pineapple
Laterite_Soil,Monsoon,27.3,2058,58,5.2,1.35,109,20,61,4.7,0.28,29.1,41.7,22.5,35.8,pineapple
Laterite_Soil,Monsoon,33.3,1414,76,5.53,1.36,74,17,59,6.9,0.51,23.2,46.4,13.2,40.4,tea
Laterite_Soil,Monsoon,22.1,1717,70,6.01,0.69,62,15,53,8.7,0.08,27.8,48.4,22.7,28.9,coffee
Laterite_Soil,Tropical,25.1,2296,94,4.93,1.17,60,19,86,9.0,0.33,39.3,35.3,28.7,36.0,coffee
Laterite_Soil,Tropical,28.8,1816,83,5.38,0.41,118,9,105,6.8,0.51,34.8,74.1,10.2,15.7,coffee
Laterite_Soil,Tropical,23.2,2571,67,6.03,0.67,43,18,69,7.4,0.2,27.2,36.7,37.4,25.9,pineapple
Laterite_Soil,Monsoon,26.2,1104,59,5.66,1.31,95,8,96,6.2,0.28,37.9,37.4,20.9,41.7,cassava
Laterite_Soil,Tropical,26.8,1834,78,5.6,1.49,113,13,102,9.3,0.13,38.4,45.0,23.2,31.8,tea
Laterite_Soil,Monsoon,24.7,1797,78,5.51,0.46,47,20,101,7.0,0.3,27.3,43.1,41.0,15.9,cassava
Laterite_Soil,Tropical,27.1,1974,95,5.73,0.97,73,20,62,5.9,0.44,31.8,45.5,19.7,34.8,cassava
Laterite_Soil,Monsoon,32.5,1900,67,5.79,0.63,41,6,64,10.3,0.06,39.0,52.7,33.2,14.1,rubber
Laterite_Soil,Tropical,29.5,1483,93,5.09,1.36,104,11,69,10.6,0.58,28.4,47.5,23.8,28.7,pineapple
Laterite_Soil,Tropical,24.6,2899,94,6.07,1.06,52,10,40,9.3,0.59,27.5,29.5,36.1,34.4,coffee
Laterite_Soil,Tropical,24.7,2018,69,5.45,1.04,105,20,87,9.1,0.18,20.8,38.7,25.6,35.7,cashew
Laterite_Soil,Monsoon,31.1,1440,68,5.21,0.8,60,18,92,5.2,0.44,27.6,60.1,14.5,25.4,tea
Laterite_Soil,Monsoon,26.7,1658,79,6.08,0.74,96,8,98,5.8,0.35,36.6,53.7,13.4,32.9,coffee
Laterite_Soil,Tropical,30.4,2912,89,5.36,0.46,120,13,58,4.1,0.11,23.1,27.8,40.5,31.7,tea
Laterite_Soil,Monsoon,30.1,1797,72,5.59,0.91,70,7,61,5.4,0.25,28.6,50.8,16.6,32.6,cassava
Laterite_Soil,Monsoon,26.9,1646,88,5.72,0.43,90,11,53,5.3,0.56,30.6,40.2,28.2,31.6,tea
Laterite_Soil,Monsoon,29.8,2160,70,5.49,0.64,104,7,62,3.6,0.52,20.5,44.2,18.6,37.2,cassava
Laterite_Soil,Tropical,27.8,2823,70,6.01,1.45,58,18,74,9.5,0.31,31.9,44.7,25.7,29.6,cashew
Laterite_Soil,Tropical,25.7,2845,83,5.92,0.7,86,12,66,11.2,0.08,28.1,42.9,21.4,35.7,cassava
Laterite_Soil,Monsoon,21.4,1377,74,5.86,1.0,102,17,48,5.4,0.39,31.1,53.3,27.0,19.7,rubber
Laterite_Soil,Monsoon,24.5,2097,60,5.26,0.88,107,18,89,10.5,0.08,35.8,45.6,11.0,43.4,coffee
Laterite_Soil,Monsoon,32.8,2036,80,6.04,0.53,107,17,41,3.4,0.17,35.9,31.6,21.9,46.5,coffee
Laterite_Soil,Tropical,26.3,1772,90,6.14,0.87,118,15,108,3.1,0.23,35.5,26.0,29.9,44.1,cashew
Laterite_Soil,Monsoon,28.9,913,57,4.89,1.3,116,9,86,8.5,0.37,28.2,28.2,21.3,50.5,tea
Laterite_Soil,Tropical,30.4,2173,81,5.08,0.48,66,12,86,8.6,0.51,36.9,39.3,15.8,44.9,coffee
Laterite_Soil,Monsoon,22.4,1728,70,5.43,0.6,96,17,46,7.8,0.14,31.1,57.5,13.1,29.4,tea
Laterite_Soil,Monsoon,21.9,1374,58,5.59,1.45,96,17,83,8.6,0.2,38.6,46.2,28.6,25.2,pineapple
Laterite_Soil,Monsoon,33.4,1009,77,5.81,1.08,90,13,45,9.2,0.52,26.7,32.7,20.5,46.8,cassava
Laterite_Soil,Monsoon,20.5,983,59,5.4,1.31,86,20,57,6.8,0.38,26.0,33.1,16.9,50.0,pineapple
Laterite_Soil,Monsoon,30.5,1645,58,6.11,1.25,82,8,72,4.1,0.3,23.2,40.0,24.8,35.2,coffee
Laterite_Soil,Tropical,28.4,1816,92,4.97,0.59,118,13,65,5.6,0.39,38.1,28.4,38.7,32.9,cassava
Laterite_Soil,Monsoon,24.7,967,79,5.39,0.89,88,19,84,5.0,0.41,22.6,41.7,35.3,23.0,tea
Laterite_Soil,Monsoon,28.9,1392,79,5.29,0.4,99,6,37,9.9,0.1,32.0,42.9,28.7,28.4,cashew
Laterite_Soil,Tropical,26.4,1396,64,5.36,1.17,117,11,88,10.2,0.53,20.9,67.0,5.4,27.6,pineapple
Laterite_Soil,Monsoon,28.6,1338,80,5.76,1.08,95,6,89,10.1,0.55,21.6,46.0,13.5,40.5,pineapple
Laterite_Soil,Monsoon,29.2,1228,82,5.73,0.54,92,9,80,11.4,0.23,20.4,39.0,36.8,24.2,cashew
Laterite_Soil,Tropical,28.7,2735,70,5.5,1.14,64,12,43,10.3,0.22,21.9,66.6,24.8,8.6,tea
Laterite_Soil,Monsoon,32.7,1034,87,5.48,1.38,53,15,97,10.0,0.09,32.6,49.4,23.5,27.1,tea
Laterite_Soil,Tropical,28.2,1766,71,5.07,1.28,94,7,108,8.6,0.57,37.7,29.4,26.8,43.8,tea
Laterite_Soil,Tropical,31.8,2916,87,5.91,1.47,114,15,87,3.6,0.35,30.1,47.6,31.0,21.4,pineapple
Laterite_Soil,Monsoon,20.4,1991,60,5.22,0.97,111,16,105,12.0,0.48,34.6,73.3,14.8,11.9,pineapple
Laterite_Soil,Monsoon,26.8,1191,78,4.9,0.51,120,10,99,5.9,0.31,33.1,35.6,18.1,46.3,pineapple
Laterite_Soil,Monsoon,32.8,1077,78,5.08,0.7,102,15,72,9.7,0.45,37.4,39.8,26.3,33.9,coffee
Laterite_Soil,Tropical,25.3,1816,70,5.94,0.45,66,11,79,6.7,0.13,32.2,76.8,15.7,7.5,coffee
Laterite_Soil,Tropical,24.1,1282,89,5.94,0.58,97,14,82,9.6,0.36,26.3,52.4,27.3,20.3,pineapple
Laterite_Soil,Monsoon,32.5,1747,76,4.95,0.88,108,15,99,4.0,0.6,26.6,30.1,20.5,49.4,coffee
Laterite_Soil,Monsoon,31.6,1048,63,5.44,0.61,46,11,73,7.1,0.57,21.8,43.0,16.1,40.9,rubber
Laterite_Soil,Monsoon,32.9,1193,75,5.87,1.36,76,19,69,9.5,0.16,35.6,34.4,35.2,30.4,cassava
Laterite_Soil,Monsoon,22.8,935,67,5.28,0.98,46,15,85,4.6,0.38,38.3,42.3,26.3,31.4,coffee
Laterite_Soil,Tropical,29.2,2302,66,5.84,0.99,74,7,93,7.4,0.46,24.4,56.1,22.8,21.1,rubber
Laterite_Soil,Monsoon,27.1,1905,74,6.11,1.3,116,17,59,7.2,0.58,37.9,40.1,28.7,31.2,rubber
Laterite_Soil,Monsoon,25.9,1391,74,5.58,0.65,94,9,103,3.7,0.32,23.8,39.5,34.1,26.4,pineapple
Laterite_Soil,Monsoon,32.9,907,74,5.67,1.04,105,17,96,4.0,0.28,37.3,43.8,27.2,29.0,tea
Laterite_Soil,Tropical,26.8,1412,89,5.64,0.46,43,16,81,3.6,0.38,34.6,48.2,24.6,27.2,cashew
Laterite_Soil,Monsoon,26.3,1886,88,5.53,0.79,62,18,33,8.3,0.26,38.2,43.7,16.4,39.9,tea
Laterite_Soil,Monsoon,23.3,2063,69,5.63,0.76,120,13,41,3.6,0.28,26.7,56.1,36.9,7.0,cashew
Laterite_Soil,Monsoon,29.6,1259,85,5.66,1.08,43,7,47,5.2,0.31,24.8,45.0,27.6,27.4,rubber
Laterite_Soil,Monsoon,27.7,2116,85,5.61,0.86,43,16,52,7.4,0.1,35.3,46.6,24.7,28.7,tea
Laterite_Soil,Monsoon,26.4,2195,68,5.04,1.33,114,19,63,10.9,0.08,22.2,49.7,11.7,38.6,coffee
Laterite_Soil,Tropical,23.0,1956,82,5.16,0.85,51,15,59,3.3,0.17,35.5,26.1,28.6,45.3,cassava
Laterite_Soil,Monsoon,26.6,1952,71,5.38,0.73,72,8,46,10.5,0.1,38.0,38.8,27.6,33.6,cassava
Laterite_Soil,Monsoon,31.2,1474,55,5.48,1.29,47,12,44,9.3,0.3,26.5,39.8,28.4,31.8,coffee
Laterite_Soil,Tropical,31.8,2166,86,5.88,0.79,101,16,94,11.7,0.46,34.2,62.6,18.3,19.1,tea
Laterite_Soil,Monsoon,33.0,1735,85,5.96,1.35,48,11,101,10.6,0.55,22.9,26.2,27.4,46.4,rubber
Laterite_Soil,Tropical,30.1,2088,66,5.24,1.45,78,15,64,7.0,0.13,26.1,40.0,51.1,8.9,pineapple
Laterite_Soil,Tropical,31.0,2562,83,5.94,1.18,71,9,84,8.9,0.37,37.7,65.5,7.6,26.9,pineapple
Laterite_Soil,Monsoon,25.7,1969,59,5.52,1.04,77,8,102,3.8,0.24,33.2,37.5,48.1,14.4,tea
Laterite_Soil,Tropical,30.8,1405,70,6.17,1.0,105,8,83,8.8,0.51,36.2,40.9,18.2,40.9,coffee
Laterite_Soil,Monsoon,21.3,1377,74,5.26,1.24,80,15,55,10.5,0.13,35.4,28.3,20.2,51.5,coffee
Laterite_Soil,Tropical,28.1,2692,68,5.69,0.83,79,17,71,6.8,0.41,29.2,48.1,13.6,38.3,cashew
Laterite_Soil,Monsoon,20.9,2101,70,5.39,0.7,41,7,76,4.3,0.49,29.8,35.6,23.1,41.3,pineapple
Mountain_Soil,Temperate,15.7,795,37,5.65,2.94,105,23,164,24.2,0.08,27.9,22.8,28.9,48.3,barley
Mountain_Soil,Mountain,2.3,1040,70,5.77,2.01,121,19,164,12.2,0.14,23.5,29.8,27.9,42.3,tea
Mountain_Soil,Temperate,17.8,667,69,5.3,3.25,155,19,145,18.4,0.22,28.1,62.3,21.1,16.6,tea
Mountain_Soil,Temperate,6.3,630,48,5.74,2.56,73,36,183,24.1,0.12,21.3,61.8,18.2,20.0,apple
Mountain_Soil,Mountain,13.0,715,61,6.42,1.83,108,25,204,21.6,0.05,29.0,40.1,25.8,34.1,potato
Mountain_Soil,Mountain,11.1,1296,43,6.11,1.29,109,19,207,20.1,0.52,34.1,32.1,36.7,31.2,barley
Mountain_Soil,Temperate,16.0,484,65,5.48,3.19,148,18,171,11.1,0.58,22.1,43.8,32.1,24.1,buckwheat
Mountain_Soil,Mountain,0.2,524,35,5.77,2.93,84,13,80,20.2,0.52,37.4,23.9,47.1,29.0,apple
Mountain_Soil,Temperate,8.1,1055,41,6.6,2.13,157,32,207,20.9,0.43,37.8,17.3,33.1,49.6,peas
Mountain_Soil,Mountain,11.4,859,72,6.35,1.86,78,20,160,23.0,0.32,34.2,36.4,27.3,36.3,buckwheat
Mountain_Soil,Temperate,22.6,621,46,5.38,2.53,158,19,135,20.2,0.05,30.4,38.3,23.8,37.9,tea
Mountain_Soil,Temperate,8.1,762,73,5.96,2.18,146,19,139,14.2,0.17,30.7,41.8,35.8,22.4,apple
Mountain_Soil,Mountain,7.5,1102,74,6.43,3.26,136,35,175,14.5,0.27,37.3,42.2,30.4,27.4,buckwheat
Mountain_Soil,Temperate,22.1,981,39,6.24,1.71,121,22,102,19.2,0.14,28.3,53.7,14.8,31.5,apple
Mountain_Soil,Temperate,10.6,670,42,6.44,2.48,139,37,155,12.6,0.32,21.2,69.6,18.7,11.7,buckwheat
Mountain_Soil,Temperate,5.2,862,43,6.18,1.23,91,25,146,15.9,0.71,33.9,42.8,32.8,24.4,peas
Mountain_Soil,Mountain,8.1,1358,61,5.76,3.37,81,32,139,23.6,0.31,29.4,56.2,30.2,13.6,tea
Mountain_Soil,Temperate,11.6,650,54,6.41,2.49,94,33,187,10.8,0.66,19.3,32.7,37.2,30.1,buckwheat
Mountain_Soil,Mountain,8.6,787,70,5.4,1.89,99,14,113,18.8,0.14,20.2,61.2,16.2,22.6,tea
Mountain_Soil,Mountain,4.0,1106,66,5.75,2.01,89,32,93,18.9,0.77,27.2,33.7,46.2,20.1,peas
Mountain_Soil,Mountain,18.0,837,38,5.68,2.51,81,28,130,21.3,0.12,31.7,30.7,34.8,34.5,potato
Mountain_Soil,Mountain,16.9,586,77,6.6,1.45,90,29,148,10.5,0.49,38.5,33.6,11.8,54.6,peas
Mountain_Soil,Mountain,12.0,1129,49,6.28,2.7,159,31,131,23.0,0.24,19.2,14.3,44.1,41.6,peas
Mountain_Soil,Mountain,5.3,503,43,6.91,1.83,122,30,183,17.6,0.28,39.8,24.7,12.5,62.8,barley
Mountain_Soil,Temperate,6.9,601,40,6.64,2.43,128,12,179,17.2,0.53,18.8,47.9,21.1,31.0,barley
Mountain_Soil,Mountain,6.5,715,56,5.59,2.5,119,28,92,16.1,0.43,18.7,49.7,24.6,25.7,tea
Mountain_Soil,Mountain,12.8,534,57,6.01,2.64,138,33,145,19.5,0.44,20.9,52.9,21.5,25.6,potato
Mountain_Soil,Temperate,11.6,403,69,5.46,2.35,99,19,188,19.1,0.18,31.6,52.2,12.6,35.2,buckwheat
Mountain_Soil,Temperate,23.4,809,71,6.36,1.62,107,35,111,24.7,0.23,25.3,41.2,33.9,24.9,tea
Mountain_Soil,Temperate,18.9,855,51,5.25,3.04,133,18,88,14.2,0.76,24.6,44.1,23.7,32.2,peas
Mountain_Soil,Mountain,-1.7,1058,36,6.84,3.35,143,20,104,19.5,0.13,31.3,40.8,20.8,38.4,potato
Mountain_Soil,Temperate,6.9,979,54,6.41,3.18,145,24,72,22.9,0.61,38.8,31.6,37.8,30.6,tea
Mountain_Soil,Temperate,20.9,959,49,6.93,1.48,73,26,165,18.0,0.62,31.4,41.2,25.4,33.4,barley
Mountain_Soil,Temperate,10.3,444,63,5.69,1.89,120,20,220,15.8,0.43,26.5,40.1,32.1,27.8,potato
Mountain_Soil,Mountain,7.2,1262,34,6.98,2.54,86,23,153,18.8,0.42,22.7,56.2,21.9,21.9,peas
Mountain_Soil,Mountain,5.8,1118,32,6.49,1.21,71,18,208,20.8,0.47,27.4,36.7,31.1,32.2,barley
Mountain_Soil,Mountain,4.5,1376,35,6.6,2.31,99,24,174,20.9,0.63,25.0,34.9,41.4,23.7,peas
Mountain_Soil,Mountain,4.8,1342,60,5.25,2.89,72,17,89,23.2,0.76,33.3,22.2,44.3,33.5,barley
Mountain_Soil,Mountain,16.9,814,43,6.65,2.17,123,40,112,21.4,0.12,33.4,32.3,20.1,47.6,apple
Mountain_Soil,Mountain,5.9,1324,42,6.91,1.43,152,31,170,24.5,0.54,37.8,35.6,22.4,42.0,barley
Mountain_Soil,Temperate,22.7,462,73,5.38,2.0,145,30,216,20.2,0.63,36.2,31.4,38.2,30.4,peas
Mountain_Soil,Temperate,5.0,798,42,5.88,2.18,101,37,212,19.5,0.25,32.1,25.2,45.5,29.3,apple
Mountain_Soil,Temperate,16.7,835,70,6.68,2.78,109,23,135,19.5,0.42,19.7,26.5,39.4,34.1,potato
Mountain_Soil,Temperate,9.8,891,44,5.58,1.23,85,35,112,13.7,0.62,30.5,43.2,36.4,20.4,tea
Mountain_Soil,Mountain,13.1,1011,61,6.96,2.0,95,35,133,13.5,0.09,31.6,51.1,24.7,24.2,tea
